den,datum,okres_nuts_kod,orp_kod,orp_nazev,mc_kod,nove_pripady,aktivni_pripady,nove_pripady_65,nove_pripady_7_dni,nove_pripady_14_dni
pátek,2021-05-14,CZ010A,1015,"Praha 15",547387,0,85,0,16,55
neděle,2020-03-01,CZ0102,1002,"Praha 2",500089,0,0,0,0,0
pondělí,2020-03-02,CZ0102,1002,"Praha 2",500089,0,0,0,0,0
úterý,2020-03-03,CZ0102,1002,"Praha 2",500089,0,0,0,0,0
středa,2020-03-04,CZ0102,1002,"Praha 2",500089,0,0,0,0,0
čtvrtek,2020-03-05,CZ0102,1002,"Praha 2",500089,0,0,0,0,0
pátek,2020-03-06,CZ0102,1002,"Praha 2",500089,0,0,0,0,0
sobota,2020-03-07,CZ0102,1002,"Praha 2",500089,0,0,0,0,0
neděle,2020-03-08,CZ0102,1002,"Praha 2",500089,0,0,0,0,0
pondělí,2020-03-09,CZ0102,1002,"Praha 2",500089,0,0,0,0,0
úterý,2020-03-10,CZ0102,1002,"Praha 2",500089,2,2,0,2,2
středa,2020-03-11,CZ0102,1002,"Praha 2",500089,0,2,0,2,2
čtvrtek,2020-03-12,CZ0102,1002,"Praha 2",500089,0,2,0,2,2
pátek,2020-03-13,CZ0102,1002,"Praha 2",500089,0,2,0,2,2
sobota,2020-03-14,CZ0102,1002,"Praha 2",500089,0,2,0,2,2
neděle,2020-03-15,CZ0102,1002,"Praha 2",500089,3,5,0,5,5
pondělí,2020-03-16,CZ0102,1002,"Praha 2",500089,0,5,0,5,5
úterý,2020-03-17,CZ0102,1002,"Praha 2",500089,0,5,0,3,5
středa,2020-03-18,CZ0102,1002,"Praha 2",500089,0,5,0,3,5
čtvrtek,2020-03-19,CZ0102,1002,"Praha 2",500089,1,6,0,4,6
pátek,2020-03-20,CZ0102,1002,"Praha 2",500089,1,7,0,5,7
sobota,2020-03-21,CZ0102,1002,"Praha 2",500089,4,11,0,9,11
neděle,2020-03-22,CZ0102,1002,"Praha 2",500089,3,14,1,9,14
pondělí,2020-03-23,CZ0102,1002,"Praha 2",500089,2,16,1,11,16
úterý,2020-03-24,CZ0102,1002,"Praha 2",500089,1,17,1,12,15
středa,2020-03-25,CZ0102,1002,"Praha 2",500089,5,20,4,17,20
čtvrtek,2020-03-26,CZ0102,1002,"Praha 2",500089,1,20,0,17,21
pátek,2020-03-27,CZ0102,1002,"Praha 2",500089,2,22,0,18,23
sobota,2020-03-28,CZ0102,1002,"Praha 2",500089,4,25,0,18,27
neděle,2020-03-29,CZ0102,1002,"Praha 2",500089,1,26,0,16,25
pondělí,2020-03-30,CZ0102,1002,"Praha 2",500089,0,26,0,14,25
úterý,2020-03-31,CZ0102,1002,"Praha 2",500089,4,30,0,17,29
středa,2020-04-01,CZ0102,1002,"Praha 2",500089,5,34,4,17,34
čtvrtek,2020-04-02,CZ0102,1002,"Praha 2",500089,4,38,0,20,37
pátek,2020-04-03,CZ0102,1002,"Praha 2",500089,8,45,1,26,44
sobota,2020-04-04,CZ0102,1002,"Praha 2",500089,2,46,0,24,42
neděle,2020-04-05,CZ0102,1002,"Praha 2",500089,1,47,1,24,40
pondělí,2020-04-06,CZ0102,1002,"Praha 2",500089,0,46,0,24,38
úterý,2020-04-07,CZ0102,1002,"Praha 2",500089,1,47,0,21,38
středa,2020-04-08,CZ0102,1002,"Praha 2",500089,0,46,0,16,33
čtvrtek,2020-04-09,CZ0102,1002,"Praha 2",500089,12,55,9,24,44
pátek,2020-04-10,CZ0102,1002,"Praha 2",500089,4,58,1,20,46
sobota,2020-04-11,CZ0102,1002,"Praha 2",500089,1,57,1,19,43
neděle,2020-04-12,CZ0102,1002,"Praha 2",500089,0,57,0,18,42
pondělí,2020-04-13,CZ0102,1002,"Praha 2",500089,0,56,0,18,42
úterý,2020-04-14,CZ0102,1002,"Praha 2",500089,0,50,0,17,38
středa,2020-04-15,CZ0102,1002,"Praha 2",500089,0,49,0,17,33
čtvrtek,2020-04-16,CZ0102,1002,"Praha 2",500089,1,37,0,6,30
pátek,2020-04-17,CZ0102,1002,"Praha 2",500089,0,33,0,2,22
sobota,2020-04-18,CZ0102,1002,"Praha 2",500089,0,32,0,1,20
neděle,2020-04-19,CZ0102,1002,"Praha 2",500089,2,27,0,3,21
pondělí,2020-04-20,CZ0102,1002,"Praha 2",500089,0,26,0,3,21
úterý,2020-04-21,CZ0102,1002,"Praha 2",500089,1,22,0,4,21
středa,2020-04-22,CZ0102,1002,"Praha 2",500089,0,21,0,4,21
čtvrtek,2020-04-23,CZ0102,1002,"Praha 2",500089,0,20,0,3,9
pátek,2020-04-24,CZ0102,1002,"Praha 2",500089,3,22,0,6,8
sobota,2020-04-25,CZ0102,1002,"Praha 2",500089,0,22,0,6,7
neděle,2020-04-26,CZ0102,1002,"Praha 2",500089,0,22,0,4,7
pondělí,2020-04-27,CZ0102,1002,"Praha 2",500089,0,22,0,4,7
úterý,2020-04-28,CZ0102,1002,"Praha 2",500089,0,22,0,3,7
středa,2020-04-29,CZ0102,1002,"Praha 2",500089,0,22,0,3,7
čtvrtek,2020-04-30,CZ0102,1002,"Praha 2",500089,0,15,0,3,6
pátek,2020-05-01,CZ0102,1002,"Praha 2",500089,0,12,0,0,6
sobota,2020-05-02,CZ0102,1002,"Praha 2",500089,0,11,0,0,6
neděle,2020-05-03,CZ0102,1002,"Praha 2",500089,0,11,0,0,4
pondělí,2020-05-04,CZ0102,1002,"Praha 2",500089,1,10,0,1,5
úterý,2020-05-05,CZ0102,1002,"Praha 2",500089,0,9,0,1,4
středa,2020-05-06,CZ0102,1002,"Praha 2",500089,0,9,0,1,4
čtvrtek,2020-05-07,CZ0102,1002,"Praha 2",500089,0,9,0,1,4
pátek,2020-05-08,CZ0102,1002,"Praha 2",500089,5,14,0,6,6
sobota,2020-05-09,CZ0102,1002,"Praha 2",500089,0,14,0,6,6
neděle,2020-05-10,CZ0102,1002,"Praha 2",500089,0,14,0,6,6
pondělí,2020-05-11,CZ0102,1002,"Praha 2",500089,2,16,0,7,8
úterý,2020-05-12,CZ0102,1002,"Praha 2",500089,0,16,0,7,8
středa,2020-05-13,CZ0102,1002,"Praha 2",500089,0,15,0,7,8
čtvrtek,2020-05-14,CZ0102,1002,"Praha 2",500089,0,15,0,7,8
pátek,2020-05-15,CZ0102,1002,"Praha 2",500089,0,15,0,2,8
sobota,2020-05-16,CZ0102,1002,"Praha 2",500089,1,15,0,3,9
neděle,2020-05-17,CZ0102,1002,"Praha 2",500089,0,15,0,3,9
pondělí,2020-05-18,CZ0102,1002,"Praha 2",500089,0,15,0,1,8
úterý,2020-05-19,CZ0102,1002,"Praha 2",500089,1,16,0,2,9
středa,2020-05-20,CZ0102,1002,"Praha 2",500089,1,15,0,3,10
čtvrtek,2020-05-21,CZ0102,1002,"Praha 2",500089,0,15,0,3,10
pátek,2020-05-22,CZ0102,1002,"Praha 2",500089,0,15,0,3,5
sobota,2020-05-23,CZ0102,1002,"Praha 2",500089,0,13,0,2,5
neděle,2020-05-24,CZ0102,1002,"Praha 2",500089,0,13,0,2,5
pondělí,2020-05-25,CZ0102,1002,"Praha 2",500089,1,12,0,3,4
úterý,2020-05-26,CZ0102,1002,"Praha 2",500089,1,13,0,3,5
středa,2020-05-27,CZ0102,1002,"Praha 2",500089,0,11,0,2,5
čtvrtek,2020-05-28,CZ0102,1002,"Praha 2",500089,1,12,0,3,6
pátek,2020-05-29,CZ0102,1002,"Praha 2",500089,1,12,0,4,7
sobota,2020-05-30,CZ0102,1002,"Praha 2",500089,0,11,0,4,6
neděle,2020-05-31,CZ0102,1002,"Praha 2",500089,1,12,0,5,7
pondělí,2020-06-01,CZ0102,1002,"Praha 2",500089,0,12,0,4,7
úterý,2020-06-02,CZ0102,1002,"Praha 2",500089,1,13,0,4,7
středa,2020-06-03,CZ0102,1002,"Praha 2",500089,1,13,0,5,7
čtvrtek,2020-06-04,CZ0102,1002,"Praha 2",500089,1,12,0,5,8
pátek,2020-06-05,CZ0102,1002,"Praha 2",500089,0,12,0,4,8
sobota,2020-06-06,CZ0102,1002,"Praha 2",500089,0,12,0,4,8
neděle,2020-06-07,CZ0102,1002,"Praha 2",500089,0,11,0,3,8
pondělí,2020-06-08,CZ0102,1002,"Praha 2",500089,0,11,0,3,7
úterý,2020-06-09,CZ0102,1002,"Praha 2",500089,0,10,0,2,6
středa,2020-06-10,CZ0102,1002,"Praha 2",500089,1,10,0,2,7
čtvrtek,2020-06-11,CZ0102,1002,"Praha 2",500089,0,9,0,1,6
pátek,2020-06-12,CZ0102,1002,"Praha 2",500089,0,7,0,1,5
sobota,2020-06-13,CZ0102,1002,"Praha 2",500089,1,7,0,2,6
neděle,2020-06-14,CZ0102,1002,"Praha 2",500089,0,7,0,2,5
pondělí,2020-06-15,CZ0102,1002,"Praha 2",500089,0,5,0,2,5
úterý,2020-06-16,CZ0102,1002,"Praha 2",500089,1,6,0,3,5
středa,2020-06-17,CZ0102,1002,"Praha 2",500089,0,6,0,2,4
čtvrtek,2020-06-18,CZ0102,1002,"Praha 2",500089,1,6,0,3,4
pátek,2020-06-19,CZ0102,1002,"Praha 2",500089,0,6,0,3,4
sobota,2020-06-20,CZ0102,1002,"Praha 2",500089,0,5,0,2,4
neděle,2020-06-21,CZ0102,1002,"Praha 2",500089,1,6,0,3,5
pondělí,2020-06-22,CZ0102,1002,"Praha 2",500089,0,6,0,3,5
úterý,2020-06-23,CZ0102,1002,"Praha 2",500089,1,6,0,3,6
středa,2020-06-24,CZ0102,1002,"Praha 2",500089,0,6,0,3,5
čtvrtek,2020-06-25,CZ0102,1002,"Praha 2",500089,0,5,0,2,5
pátek,2020-06-26,CZ0102,1002,"Praha 2",500089,0,5,0,2,5
sobota,2020-06-27,CZ0102,1002,"Praha 2",500089,0,5,0,2,4
neděle,2020-06-28,CZ0102,1002,"Praha 2",500089,0,5,0,1,4
pondělí,2020-06-29,CZ0102,1002,"Praha 2",500089,0,5,0,1,4
úterý,2020-06-30,CZ0102,1002,"Praha 2",500089,0,5,0,0,3
středa,2020-07-01,CZ0102,1002,"Praha 2",500089,0,5,0,0,3
čtvrtek,2020-07-02,CZ0102,1002,"Praha 2",500089,0,4,0,0,2
pátek,2020-07-03,CZ0102,1002,"Praha 2",500089,0,4,0,0,2
sobota,2020-07-04,CZ0102,1002,"Praha 2",500089,0,3,0,0,2
neděle,2020-07-05,CZ0102,1002,"Praha 2",500089,1,4,0,1,2
pondělí,2020-07-06,CZ0102,1002,"Praha 2",500089,0,3,0,1,2
úterý,2020-07-07,CZ0102,1002,"Praha 2",500089,0,3,0,1,1
středa,2020-07-08,CZ0102,1002,"Praha 2",500089,0,2,0,1,1
čtvrtek,2020-07-09,CZ0102,1002,"Praha 2",500089,0,2,0,1,1
pátek,2020-07-10,CZ0102,1002,"Praha 2",500089,0,2,0,1,1
sobota,2020-07-11,CZ0102,1002,"Praha 2",500089,0,2,0,1,1
neděle,2020-07-12,CZ0102,1002,"Praha 2",500089,1,2,0,1,2
pondělí,2020-07-13,CZ0102,1002,"Praha 2",500089,1,3,0,2,3
úterý,2020-07-14,CZ0102,1002,"Praha 2",500089,1,4,0,3,4
středa,2020-07-15,CZ0102,1002,"Praha 2",500089,2,6,0,5,6
čtvrtek,2020-07-16,CZ0102,1002,"Praha 2",500089,0,4,0,5,6
pátek,2020-07-17,CZ0102,1002,"Praha 2",500089,0,4,0,5,6
sobota,2020-07-18,CZ0102,1002,"Praha 2",500089,1,5,0,6,7
neděle,2020-07-19,CZ0102,1002,"Praha 2",500089,5,10,0,10,11
pondělí,2020-07-20,CZ0102,1002,"Praha 2",500089,1,11,0,10,12
úterý,2020-07-21,CZ0102,1002,"Praha 2",500089,4,15,0,13,16
středa,2020-07-22,CZ0102,1002,"Praha 2",500089,2,17,0,13,18
čtvrtek,2020-07-23,CZ0102,1002,"Praha 2",500089,3,19,0,16,21
pátek,2020-07-24,CZ0102,1002,"Praha 2",500089,4,23,0,20,25
sobota,2020-07-25,CZ0102,1002,"Praha 2",500089,1,24,0,20,26
neděle,2020-07-26,CZ0102,1002,"Praha 2",500089,3,26,0,18,28
pondělí,2020-07-27,CZ0102,1002,"Praha 2",500089,1,26,0,18,28
úterý,2020-07-28,CZ0102,1002,"Praha 2",500089,3,28,0,17,30
středa,2020-07-29,CZ0102,1002,"Praha 2",500089,2,29,0,17,30
čtvrtek,2020-07-30,CZ0102,1002,"Praha 2",500089,1,29,0,15,31
pátek,2020-07-31,CZ0102,1002,"Praha 2",500089,2,27,0,13,33
sobota,2020-08-01,CZ0102,1002,"Praha 2",500089,1,28,0,13,33
neděle,2020-08-02,CZ0102,1002,"Praha 2",500089,1,28,0,11,29
pondělí,2020-08-03,CZ0102,1002,"Praha 2",500089,1,26,0,11,29
úterý,2020-08-04,CZ0102,1002,"Praha 2",500089,3,23,0,11,28
středa,2020-08-05,CZ0102,1002,"Praha 2",500089,4,25,1,13,30
čtvrtek,2020-08-06,CZ0102,1002,"Praha 2",500089,2,25,0,14,29
pátek,2020-08-07,CZ0102,1002,"Praha 2",500089,3,23,0,15,28
sobota,2020-08-08,CZ0102,1002,"Praha 2",500089,0,21,0,14,27
neděle,2020-08-09,CZ0102,1002,"Praha 2",500089,1,20,0,14,25
pondělí,2020-08-10,CZ0102,1002,"Praha 2",500089,4,23,0,17,28
úterý,2020-08-11,CZ0102,1002,"Praha 2",500089,4,27,0,18,29
středa,2020-08-12,CZ0102,1002,"Praha 2",500089,3,28,0,17,30
čtvrtek,2020-08-13,CZ0102,1002,"Praha 2",500089,5,32,0,20,34
pátek,2020-08-14,CZ0102,1002,"Praha 2",500089,5,34,0,22,37
sobota,2020-08-15,CZ0102,1002,"Praha 2",500089,0,33,0,22,36
neděle,2020-08-16,CZ0102,1002,"Praha 2",500089,5,37,0,26,40
pondělí,2020-08-17,CZ0102,1002,"Praha 2",500089,1,36,0,23,40
úterý,2020-08-18,CZ0102,1002,"Praha 2",500089,6,41,0,25,43
středa,2020-08-19,CZ0102,1002,"Praha 2",500089,6,42,0,28,45
čtvrtek,2020-08-20,CZ0102,1002,"Praha 2",500089,4,43,0,27,47
pátek,2020-08-21,CZ0102,1002,"Praha 2",500089,8,50,0,30,52
sobota,2020-08-22,CZ0102,1002,"Praha 2",500089,7,57,0,37,59
neděle,2020-08-23,CZ0102,1002,"Praha 2",500089,5,60,0,37,63
pondělí,2020-08-24,CZ0102,1002,"Praha 2",500089,2,59,0,38,61
úterý,2020-08-25,CZ0102,1002,"Praha 2",500089,4,60,1,36,61
středa,2020-08-26,CZ0102,1002,"Praha 2",500089,8,65,0,38,66
čtvrtek,2020-08-27,CZ0102,1002,"Praha 2",500089,4,66,2,38,65
pátek,2020-08-28,CZ0102,1002,"Praha 2",500089,12,72,1,42,72
sobota,2020-08-29,CZ0102,1002,"Praha 2",500089,3,74,0,38,75
neděle,2020-08-30,CZ0102,1002,"Praha 2",500089,7,76,1,40,77
pondělí,2020-08-31,CZ0102,1002,"Praha 2",500089,5,78,0,43,81
úterý,2020-09-01,CZ0102,1002,"Praha 2",500089,9,83,3,48,84
středa,2020-09-02,CZ0102,1002,"Praha 2",500089,15,91,2,55,93
čtvrtek,2020-09-03,CZ0102,1002,"Praha 2",500089,9,96,0,60,98
pátek,2020-09-04,CZ0102,1002,"Praha 2",500089,14,102,0,62,104
sobota,2020-09-05,CZ0102,1002,"Praha 2",500089,2,100,0,61,99
neděle,2020-09-06,CZ0102,1002,"Praha 2",500089,6,99,0,60,100
pondělí,2020-09-07,CZ0102,1002,"Praha 2",500089,7,104,0,62,105
úterý,2020-09-08,CZ0102,1002,"Praha 2",500089,16,117,0,69,117
středa,2020-09-09,CZ0102,1002,"Praha 2",500089,15,125,1,69,124
čtvrtek,2020-09-10,CZ0102,1002,"Praha 2",500089,11,130,1,71,131
pátek,2020-09-11,CZ0102,1002,"Praha 2",500089,14,127,0,71,133
sobota,2020-09-12,CZ0102,1002,"Praha 2",500089,22,128,0,91,152
neděle,2020-09-13,CZ0102,1002,"Praha 2",500089,11,124,1,96,156
pondělí,2020-09-14,CZ0102,1002,"Praha 2",500089,4,111,0,93,155
úterý,2020-09-15,CZ0102,1002,"Praha 2",500089,8,117,1,85,154
středa,2020-09-16,CZ0102,1002,"Praha 2",500089,14,126,3,84,153
čtvrtek,2020-09-17,CZ0102,1002,"Praha 2",500089,26,136,4,99,170
pátek,2020-09-18,CZ0102,1002,"Praha 2",500089,19,145,2,104,175
sobota,2020-09-19,CZ0102,1002,"Praha 2",500089,22,153,4,104,195
neděle,2020-09-20,CZ0102,1002,"Praha 2",500089,12,155,0,105,201
pondělí,2020-09-21,CZ0102,1002,"Praha 2",500089,11,148,0,112,205
úterý,2020-09-22,CZ0102,1002,"Praha 2",500089,25,157,1,129,214
středa,2020-09-23,CZ0102,1002,"Praha 2",500089,17,165,3,132,216
čtvrtek,2020-09-24,CZ0102,1002,"Praha 2",500089,21,181,1,127,226
pátek,2020-09-25,CZ0102,1002,"Praha 2",500089,27,196,1,135,239
sobota,2020-09-26,CZ0102,1002,"Praha 2",500089,16,198,0,129,233
neděle,2020-09-27,CZ0102,1002,"Praha 2",500089,13,189,3,130,235
pondělí,2020-09-28,CZ0102,1002,"Praha 2",500089,13,196,0,132,244
úterý,2020-09-29,CZ0102,1002,"Praha 2",500089,24,205,3,131,260
středa,2020-09-30,CZ0102,1002,"Praha 2",500089,29,221,4,143,275
čtvrtek,2020-10-01,CZ0102,1002,"Praha 2",500089,17,226,6,139,266
pátek,2020-10-02,CZ0102,1002,"Praha 2",500089,10,201,1,122,257
sobota,2020-10-03,CZ0102,1002,"Praha 2",500089,30,212,4,136,265
neděle,2020-10-04,CZ0102,1002,"Praha 2",500089,24,216,3,147,277
pondělí,2020-10-05,CZ0102,1002,"Praha 2",500089,20,210,2,154,286
úterý,2020-10-06,CZ0102,1002,"Praha 2",500089,34,229,5,164,295
středa,2020-10-07,CZ0102,1002,"Praha 2",500089,36,250,2,171,314
čtvrtek,2020-10-08,CZ0102,1002,"Praha 2",500089,23,254,1,177,316
pátek,2020-10-09,CZ0102,1002,"Praha 2",500089,57,288,9,224,346
sobota,2020-10-10,CZ0102,1002,"Praha 2",500089,16,273,3,210,346
neděle,2020-10-11,CZ0102,1002,"Praha 2",500089,14,269,1,200,347
pondělí,2020-10-12,CZ0102,1002,"Praha 2",500089,34,290,4,214,368
úterý,2020-10-13,CZ0102,1002,"Praha 2",500089,29,283,6,209,373
středa,2020-10-14,CZ0102,1002,"Praha 2",500089,53,320,4,226,397
čtvrtek,2020-10-15,CZ0102,1002,"Praha 2",500089,38,335,2,241,418
pátek,2020-10-16,CZ0102,1002,"Praha 2",500089,49,348,8,233,457
sobota,2020-10-17,CZ0102,1002,"Praha 2",500089,32,339,2,249,459
neděle,2020-10-18,CZ0102,1002,"Praha 2",500089,18,322,1,253,453
pondělí,2020-10-19,CZ0102,1002,"Praha 2",500089,38,323,9,257,471
úterý,2020-10-20,CZ0102,1002,"Praha 2",500089,53,358,4,281,490
středa,2020-10-21,CZ0102,1002,"Praha 2",500089,52,398,4,280,506
čtvrtek,2020-10-22,CZ0102,1002,"Praha 2",500089,54,422,7,296,537
pátek,2020-10-23,CZ0102,1002,"Praha 2",500089,50,433,9,297,530
sobota,2020-10-24,CZ0102,1002,"Praha 2",500089,34,422,4,299,548
neděle,2020-10-25,CZ0102,1002,"Praha 2",500089,25,394,3,306,559
pondělí,2020-10-26,CZ0102,1002,"Praha 2",500089,40,382,4,308,565
úterý,2020-10-27,CZ0102,1002,"Praha 2",500089,41,391,6,296,577
středa,2020-10-28,CZ0102,1002,"Praha 2",500089,23,398,3,267,547
čtvrtek,2020-10-29,CZ0102,1002,"Praha 2",500089,30,376,5,243,539
pátek,2020-10-30,CZ0102,1002,"Praha 2",500089,26,350,8,219,516
sobota,2020-10-31,CZ0102,1002,"Praha 2",500089,19,315,3,204,503
neděle,2020-11-01,CZ0102,1002,"Praha 2",500089,14,271,4,193,499
pondělí,2020-11-02,CZ0102,1002,"Praha 2",500089,18,233,0,171,479
úterý,2020-11-03,CZ0102,1002,"Praha 2",500089,23,232,5,153,449
středa,2020-11-04,CZ0102,1002,"Praha 2",500089,31,251,5,161,428
čtvrtek,2020-11-05,CZ0102,1002,"Praha 2",500089,22,227,6,153,396
pátek,2020-11-06,CZ0102,1002,"Praha 2",500089,18,204,5,145,364
sobota,2020-11-07,CZ0102,1002,"Praha 2",500089,7,201,2,133,337
neděle,2020-11-08,CZ0102,1002,"Praha 2",500089,4,172,1,123,316
pondělí,2020-11-09,CZ0102,1002,"Praha 2",500089,7,158,0,112,283
úterý,2020-11-10,CZ0102,1002,"Praha 2",500089,24,166,3,113,266
středa,2020-11-11,CZ0102,1002,"Praha 2",500089,11,163,2,93,254
čtvrtek,2020-11-12,CZ0102,1002,"Praha 2",500089,15,151,4,86,239
pátek,2020-11-13,CZ0102,1002,"Praha 2",500089,9,132,3,77,222
sobota,2020-11-14,CZ0102,1002,"Praha 2",500089,5,120,1,75,208
neděle,2020-11-15,CZ0102,1002,"Praha 2",500089,3,105,2,74,197
pondělí,2020-11-16,CZ0102,1002,"Praha 2",500089,9,96,1,76,188
úterý,2020-11-17,CZ0102,1002,"Praha 2",500089,10,101,1,62,175
středa,2020-11-18,CZ0102,1002,"Praha 2",500089,6,103,2,57,150
čtvrtek,2020-11-19,CZ0102,1002,"Praha 2",500089,7,90,1,49,135
pátek,2020-11-20,CZ0102,1002,"Praha 2",500089,14,88,8,54,131
sobota,2020-11-21,CZ0102,1002,"Praha 2",500089,6,85,0,55,130
neděle,2020-11-22,CZ0102,1002,"Praha 2",500089,1,74,0,53,127
pondělí,2020-11-23,CZ0102,1002,"Praha 2",500089,9,76,2,53,129
úterý,2020-11-24,CZ0102,1002,"Praha 2",500089,9,82,1,52,114
středa,2020-11-25,CZ0102,1002,"Praha 2",500089,15,96,5,61,118
čtvrtek,2020-11-26,CZ0102,1002,"Praha 2",500089,5,84,1,59,108
pátek,2020-11-27,CZ0102,1002,"Praha 2",500089,7,85,2,52,106
sobota,2020-11-28,CZ0102,1002,"Praha 2",500089,1,73,0,47,102
neděle,2020-11-29,CZ0102,1002,"Praha 2",500089,3,69,1,49,102
pondělí,2020-11-30,CZ0102,1002,"Praha 2",500089,11,72,0,51,104
úterý,2020-12-01,CZ0102,1002,"Praha 2",500089,9,74,3,51,103
středa,2020-12-02,CZ0102,1002,"Praha 2",500089,16,89,7,52,113
čtvrtek,2020-12-03,CZ0102,1002,"Praha 2",500089,11,93,2,58,117
pátek,2020-12-04,CZ0102,1002,"Praha 2",500089,11,87,1,62,114
sobota,2020-12-05,CZ0102,1002,"Praha 2",500089,7,88,3,68,115
neděle,2020-12-06,CZ0102,1002,"Praha 2",500089,3,85,0,68,117
pondělí,2020-12-07,CZ0102,1002,"Praha 2",500089,8,90,0,65,116
úterý,2020-12-08,CZ0102,1002,"Praha 2",500089,17,106,3,73,124
středa,2020-12-09,CZ0102,1002,"Praha 2",500089,14,109,0,71,123
čtvrtek,2020-12-10,CZ0102,1002,"Praha 2",500089,8,109,0,68,126
pátek,2020-12-11,CZ0102,1002,"Praha 2",500089,10,108,2,67,129
sobota,2020-12-12,CZ0102,1002,"Praha 2",500089,9,103,1,69,137
neděle,2020-12-13,CZ0102,1002,"Praha 2",500089,6,100,1,72,140
pondělí,2020-12-14,CZ0102,1002,"Praha 2",500089,15,103,1,79,144
úterý,2020-12-15,CZ0102,1002,"Praha 2",500089,30,126,3,92,165
středa,2020-12-16,CZ0102,1002,"Praha 2",500089,19,139,2,97,168
čtvrtek,2020-12-17,CZ0102,1002,"Praha 2",500089,32,159,3,121,189
pátek,2020-12-18,CZ0102,1002,"Praha 2",500089,18,163,1,129,196
sobota,2020-12-19,CZ0102,1002,"Praha 2",500089,22,170,1,142,211
neděle,2020-12-20,CZ0102,1002,"Praha 2",500089,4,169,0,140,212
pondělí,2020-12-21,CZ0102,1002,"Praha 2",500089,32,190,6,157,236
úterý,2020-12-22,CZ0102,1002,"Praha 2",500089,35,215,8,162,254
středa,2020-12-23,CZ0102,1002,"Praha 2",500089,30,239,4,173,270
čtvrtek,2020-12-24,CZ0102,1002,"Praha 2",500089,32,243,4,173,294
pátek,2020-12-25,CZ0102,1002,"Praha 2",500089,11,229,1,166,295
sobota,2020-12-26,CZ0102,1002,"Praha 2",500089,12,216,1,156,298
neděle,2020-12-27,CZ0102,1002,"Praha 2",500089,25,217,3,177,317
pondělí,2020-12-28,CZ0102,1002,"Praha 2",500089,51,239,8,196,353
úterý,2020-12-29,CZ0102,1002,"Praha 2",500089,71,303,7,232,394
středa,2020-12-30,CZ0102,1002,"Praha 2",500089,62,353,10,264,437
čtvrtek,2020-12-31,CZ0102,1002,"Praha 2",500089,53,371,10,285,458
pátek,2021-01-01,CZ0102,1002,"Praha 2",500089,9,336,0,283,449
sobota,2021-01-02,CZ0102,1002,"Praha 2",500089,19,312,3,290,446
neděle,2021-01-03,CZ0102,1002,"Praha 2",500089,16,316,1,281,458
pondělí,2021-01-04,CZ0102,1002,"Praha 2",500089,28,331,5,258,454
úterý,2021-01-05,CZ0102,1002,"Praha 2",500089,57,360,9,244,476
středa,2021-01-06,CZ0102,1002,"Praha 2",500089,58,396,13,240,504
čtvrtek,2021-01-07,CZ0102,1002,"Praha 2",500089,49,396,9,236,521
pátek,2021-01-08,CZ0102,1002,"Praha 2",500089,26,352,3,253,536
sobota,2021-01-09,CZ0102,1002,"Praha 2",500089,19,304,3,253,543
neděle,2021-01-10,CZ0102,1002,"Praha 2",500089,12,292,4,249,530
pondělí,2021-01-11,CZ0102,1002,"Praha 2",500089,28,310,3,249,507
úterý,2021-01-12,CZ0102,1002,"Praha 2",500089,26,313,5,218,462
středa,2021-01-13,CZ0102,1002,"Praha 2",500089,33,331,10,193,433
čtvrtek,2021-01-14,CZ0102,1002,"Praha 2",500089,17,292,4,161,397
pátek,2021-01-15,CZ0102,1002,"Praha 2",500089,30,271,8,165,418
sobota,2021-01-16,CZ0102,1002,"Praha 2",500089,14,236,2,160,413
neděle,2021-01-17,CZ0102,1002,"Praha 2",500089,5,210,1,153,402
pondělí,2021-01-18,CZ0102,1002,"Praha 2",500089,24,203,5,149,398
úterý,2021-01-19,CZ0102,1002,"Praha 2",500089,16,208,2,139,357
středa,2021-01-20,CZ0102,1002,"Praha 2",500089,25,218,4,131,324
čtvrtek,2021-01-21,CZ0102,1002,"Praha 2",500089,23,212,4,137,298
pátek,2021-01-22,CZ0102,1002,"Praha 2",500089,31,209,4,138,303
sobota,2021-01-23,CZ0102,1002,"Praha 2",500089,15,200,5,139,299
neděle,2021-01-24,CZ0102,1002,"Praha 2",500089,6,183,0,140,293
pondělí,2021-01-25,CZ0102,1002,"Praha 2",500089,18,174,0,134,283
úterý,2021-01-26,CZ0102,1002,"Praha 2",500089,32,189,4,150,289
středa,2021-01-27,CZ0102,1002,"Praha 2",500089,28,213,3,153,284
čtvrtek,2021-01-28,CZ0102,1002,"Praha 2",500089,30,212,4,160,297
pátek,2021-01-29,CZ0102,1002,"Praha 2",500089,19,211,4,148,286
sobota,2021-01-30,CZ0102,1002,"Praha 2",500089,9,196,2,142,281
neděle,2021-01-31,CZ0102,1002,"Praha 2",500089,7,190,1,143,283
pondělí,2021-02-01,CZ0102,1002,"Praha 2",500089,28,185,2,153,287
úterý,2021-02-02,CZ0102,1002,"Praha 2",500089,27,210,4,148,298
středa,2021-02-03,CZ0102,1002,"Praha 2",500089,30,230,3,150,303
čtvrtek,2021-02-04,CZ0102,1002,"Praha 2",500089,31,228,3,151,311
pátek,2021-02-05,CZ0102,1002,"Praha 2",500089,27,224,2,159,307
sobota,2021-02-06,CZ0102,1002,"Praha 2",500089,12,207,2,162,304
